"1"	A0101	0.991071428571428	0.469878393004245        
"2"	A3301	1                	0.463793529929132
"3"	B4403	0.776119402985075	0.393546559025639
"4"	B5401	1                	0.827984391798139
"5"	B0801	1                	0.667280155062406
"6"	B5101	1                	0.395068671325079
"7"	A3002	0.71244019138756 	0.536280318182209
"8"	A3001	0.973333333333333	0.181296124768508
"9"	A0301	0.832244008714597	0.667250011873159
"10"	A1101	0.955170777988615	0.725052269829828
"11"	A3201	1                	0.0858074548958216
"12"	B5801	0.766666666666667	0.614520615497824
"13"	B3501	0.956068503350707	0.497165454221131
"14"	A6802	0.972239232496428	0.761817520944084
"15"	A6801	0.928151709401709	0.766330687879507
"16"	B0702	0.786293436293436	0.570445019027262
"17"	A3101	0.980094466936572	0.788713197997382
"18"	B5301	0.976190476190476	0.608734428501071
"19"	B5701	0.905637254901961	0.562359317427059
"20"	A0203	0.82448275862069 	0.350253262662836
"21"	A0202	0.578544061302682	0.129558104898099
"22"	A0201	0.935069069717244	0.731340840554196
"23"	A0206	0.67755905511811 	0.557342731568965
"24"	A2902	0.906130268199234	0.654294130908752
"25"	A0205	0.914814814814815	0.522243494481467
"26"	B3801	0.740065751858205	0.495051381797638
"27"	B2705	0.639271708683474	0.300787114917705
"28"	B1501	0.21875          	-0.191222687133925
"29"	B2706	0.769230769230769	0.632355236353223
"30"	A2402	0.912692589875275	0.727400903337853
