"1"	B5701	0.926470588235294	0.518187480226303
"2"	B5401	0.95	0.702508323867739
"3"	B5101	1	0.192433519778788
"4"	B4403	0.743283582089552	0.312315049049366
"6"	B3501	0.941921072226359	0.386088574603547
"9"	B0801	0.823863636363636	0.203184867320672
"10"	B0702	0.659459459459459	0.356720990717465
"11"	A6802	0.963053684425393	0.73424549473579
"12"	A6801	0.884882478632479	0.689522789666808
"14"	A3101	0.950404858299595	0.797435175110426
"15"	A2902	0.862068965517241	0.598720775085059
"16"	A2402	0.843727072633896	0.592377709648741
"17"	A1101	0.820920303605313	0.457250972117439
"18"	A0301	0.799019607843137	0.572611749061309
"20"	A0205	0.67037037037037	0.214492863804888
"21"	A0203	0.779655172413793	0.318867660152573
"22"	A0201	0.838738398445931	0.53854145764221
"23"	A0101	0.952380952380952	0.476329288575716
